id,Keyword,Tweet,Target
942,football,The only time youll see Everton in the Champions League ,1
943,football,"Actually I don't understand football.. I don't watch it either but because of ohm pawat let's go!!! 
ohmpawat 
hmpawa",1
944,football,"ACMilan have the strongest brand of any football club in Italy, and lead Serie A clubs on brand presence in the USA and C",1
945,football,"ootBall_NFT_s: Within 10 days - more than 1000 prices!
We won't give up!

DAY 4/10

10.000.000 $WAR token airdrop to 100 random lucky",0
946,football," GIVEAWAY  

If both teams score in the Chelsea vs Real Madrid game well give away a mystery football kit box 

To enter-

1Follow ysteryFootyco 

2 Retweet 

Good Luck  

Winner announced tomorrow  ",0
947,football,"Paolo Scaroni to Radio24: ""Football has changed, because economic sustainability is a necessity for all. If a player m",1
948,football,"hirtlootbox: GIVEAWAY

If Benzema scores first in CHERMA tonight then we will giveaway a Mystery Football Shirt from ",0
949,football," Nong Bright, the protagonist from GMM, and Nong Gulf Kamnerdploy, the protagonist of CH3, different agency, but went to play football together. Post a picture together, IG almost broke

The power they hold!!! 
 ulfkanawut bbrightvc GulfKanawut  ",0
950,football,Textbook Atltico  ,0
951,football,"Honestly, this has stunned me
",0
952,football,"Which category are you.

1.Twitter for violence
2.Twitter for make peace reign
3.Twitter for Christian
4.Twitter for here for the comment
5.Twitter for we Die here
6.Twitter for Banter
7.Twitter for show me around
8. Football Twitter
9. Music Twitter
10. Twitter for Relationship",0
953,football,men will be heartbroken and still watch football with happy faces.,0
954,football,football player ohmpawat  ,0
955,football,"OVERVIEW OF FOOTEARN  
A 3D Free-to-Play Football Game

 Project Roadmap 
 Tokenomics 
 Multi-Player Mode 
 Applications of $FEN &amp; $PO Token 

 Read the full article: 


 Explore more:

 ",0
956,football,"AC Milan has been named the best football brand in Italy by a new study from YouGovs FootballIndex

They were ranked 8th",0
957,football," Giveaway 

Win a Mystery Football Jersey! 
From us!   

If Benzema  or Lewandowski  score ANYTIME tonight in the Champions League! 

To enter:
 Retweet this tweet
 Follow us ystiqueJerseys ",0
958,football,"New NFT auction has been announced by daddyshome!
 Starting bid: 30 $XUSDC
 Ending: Wed, 06 Apr 2022 16:36:29 GMT
",0
959,football," I had to pick up at least 1 Ballies NFT

The zombie just resonated with me. ",0
960,football,Naked football teamexhib ,0
961,football,"As someone who likes to take pictures of football players like me, I really enjoyed this photo.",0
962,football,FIFA is trying to murder football ,1
963,football,"oachesLyceum: Defensive Line Training

Telestration made with CoachPaint of RACAB_ by edMenCoach
 
Football Knowledge availa",1
964,football,"Minho mentioned his father as his favourite football/soccer coach~ How is like to have Choi Minho as your son 
SHINee M",0
965,football,"3/24 we had our 1st football game! So proud of our scholars for putting in the hard work, dedication &amp; practice! Amazing game led by Coach Sarnello &amp; Mr. Sarnello CougarExcellence armichael_AISD ldine_FACE ",1
966,football,"Goal - JOO PEDRO
Assist - HODGSON ",1
967,football,Marcel van der Kraan: Ten Hag is sounding out people in Dutch football who have a background at MUFC and if they would be,1
968,football,We are excited to announce an innovative endorsement deal between University of Kentucky football quarterback Will Levis,0
969,football,"and where did this football team go ?
555555555555555555

 ",0
970,football,RRR is steady on weekdays... Will cross  200 cr today [second Wed]... An open week - till the biggies arrive on 14 Apri,0
971,football,New still from MultiverseOfMadness! ,0
972,football,Epic new DoctorStrange poster ,0
973,football,DOMINANT VERS HOTTIE KILLING SOME football PLAYERS ASS I SWEAR THESES jocks  BE HAVING THE BEST ASS fly me out,0
974,football," 4 safety Malik Hartford makes his college commitment LIVE on BSSportsHQ this Wednesday 

Where will alikHartford play",0
975,football,"As spring is upon us, spruce up your yard and help support Osseo Football by purchasing Mulch and/or top soil. Pick up",0
976,football,"1000 followers amazing! 

In such a short space of time I've interacted with so many goated culers and other football f",0
977,football,"2015-16 LeicesterCity Home Shirt in Size Small w/ Vardy 9 just 54.99!

",1
978,football,Just made another sale! Ass Crack Jeans Tease + Twerking  MVSales ,0
979,football,"WIP  

MONK 002 will be out for auction soon. 

Watch this space   

What colour palette would you like to see? 

nft",0
980,football," Im blessed to announce my commitment to the College of Dupage! I would like to thank my family, friends, teammates, and the",0
981,football,"gulf riding p'brite bike  they must be pretty close for him to try the bike despite being in different football teams 55555

gulfkanawut  ulfkanawut ",0
982,football,"Marcel van der Kraan, Dutch football journalist: ""Ten Hag is in talks with mufc now and has been in talks with them be",1
983,football," P'Num Kanchai : Nong Bright, the protagonist from GMM, and Nong Gulf Kamnerdploy, the protagonist of CH3, different agency,",0
984,football,"Within 10 days - more than 1000 prices!
We won't give up!

DAY 2/10

10.000.000 $WAR token airdrop to 100 random lucky",0
985,football,Yamur at a football meeting from last night. I hope something good is comingYamurTanrsevsin ,1
986,football,"Soccer star ersie_Official in collaboration with ixerEternity 
Co-building a football community for all

10 x WL Spots &amp; 100$ to giveaway 
To enter
1Like &amp; + Tag 3 Friends
2Follow ixerEternity
3Join Discord: 
   
ends in 48h

Metaverse NFT  ",1
987,football,ocaverse just completed their Certik audit! The first Web 3.0 football metaverse project that is bridging football,0
988,football,Have you got your MultiverseOfMadness tickets yet? ,0
989,football,The biggest movie of the year. MultiverseOfMadness ,0
990,football,Ring of Honor Anyone?  WillieAnderson ,0
991,football,football diner,0
992,football,Infantino makes Sepp Blatter look like a Saint of football ,1
993,football,"Today is the Day!

Support Red Dragon Football via the link in our bio!

THANK YOU!

DragonRising ",1
994,football,football player number 27 bbrightvc ,0
995,football,Mordo has received his hashflag ahead of todays ticket release for DoctorStrange in the Multiverse of Madness! http,0
